image,popularity_score,is_female,baby,child,teenager,youth,middle_age,senior
10246093_268032133367938_937011021_a,4.23,1,-1,-1,-1,1,-1,-1
924324_530625160392529_1993142966_a_0_4920,4.396,1,1,-1,-1,-1,-1,-1
1516263_782726015077288_1676423577_a_0_3660,3.198,1,1,-1,-1,-1,-1,-1
10251430_236591716533268_449242049_a_0_2189,3.682,-1,-1,1,-1,-1,-1,-1
10175263_670210716372921_1399388701_a_0_5317,3.399,-1,-1,-1,-1,-1,1,-1
1530679_1420359761556481_1937804794_a_0_8505,4.751,-1,-1,1,-1,-1,-1,-1
10254181_753995364633111_109551758_a_0_1122,3.686,1,-1,-1,-1,-1,-1,1
10013209_1402520500023782_298000570_a_0_7587,3.38,1,-1,-1,-1,-1,-1,1
10013309_1413064822290768_1798295989_a,5.792,1,-1,-1,-1,1,-1,-1
10011498_271758146331909_132523407_a,4.094,1,-1,-1,-1,1,-1,-1
10254174_737481369615522_1342468336_a_0_5219,4.419,-1,-1,-1,1,-1,-1,-1
1516818_767179956634416_2010108335_a_0_5514,5.283,1,-1,-1,-1,-1,-1,1
10011384_663947993651821_1844425642_a_0_1779,3.558,1,1,-1,-1,-1,-1,-1
1516132_1398406447102373_1928762033_a_0_2537,4.299,1,1,-1,-1,-1,-1,-1
10254181_753995364633111_109551758_a_0_5216,3.686,1,-1,-1,-1,-1,-1,1
10013209_1402520500023782_298000570_a_0_8811,3.38,1,-1,-1,-1,-1,-1,1
10011382_237121863160203_1399675864_a,5.605,1,-1,-1,-1,1,-1,-1
10254181_753995364633111_109551758_a_0_320,3.686,1,-1,-1,-1,-1,-1,1
10011375_441904452620061_466778253_a_0_8829,4.497,-1,-1,-1,-1,-1,1,-1
10175263_670210716372921_1399388701_a,3.399,-1,-1,-1,-1,-1,1,-1
1516818_767179956634416_2010108335_a_0_9326,5.283,1,-1,-1,-1,-1,-1,1
1516220_429548453855951_533285983_a_0_3455,4.269,1,1,-1,-1,-1,-1,-1
10254072_1400328093575785_2130776172_a_0_6374,4.236,1,1,-1,-1,-1,-1,-1
10254242_504639666307039_1015877721_a_0_9340,4.703,-1,-1,-1,1,-1,-1,-1
10013315_1425090517743076_748520665_a_0_2014,4.809,-1,-1,-1,-1,-1,1,-1
10013320_136635716506747_154039406_a,4.308,1,-1,-1,-1,1,-1,-1
10013254_635212746558714_1453503946_a,4.613,1,-1,-1,-1,1,-1,-1
10011180_618569221560894_1159346750_a_0_3221,3.782,-1,-1,1,-1,-1,-1,-1
1171029_1441758726068558_1679140383_a_0_7801,4.109,-1,-1,-1,-1,-1,1,-1
10175274_1401687576771528_1429164152_a_0_6252,4.281,-1,-1,-1,-1,-1,1,-1
925459_834557103225523_1228624476_a_0_6396,4.101,-1,-1,-1,-1,1,1,1
10254181_753995364633111_109551758_a_0_124,3.686,1,-1,-1,-1,-1,-1,1
1516818_767179956634416_2010108335_a_0_1246,5.283,1,-1,-1,-1,-1,-1,1
10011272_609849712444499_1371743313_a_0_4816,4.091,-1,-1,-1,-1,-1,1,-1
10175303_265609166945122_1815187830_a_0_4552,3.605,-1,-1,1,-1,-1,-1,-1
925459_834557103225523_1228624476_a_0_6459,4.101,-1,-1,-1,-1,1,1,1
10175382_236267033243790_1546453215_a_0_2198,4.069,-1,-1,-1,1,-1,-1,-1
925459_834557103225523_1228624476_a_0_7736,4.101,-1,-1,-1,-1,1,1,1
927278_1414469058813717_1812368948_a_0_9047,4.879,1,1,-1,-1,-1,-1,-1
10245913_547497135366575_2092702428_a_0_9783,4.075,-1,-1,-1,1,-1,-1,-1
10254072_1400328093575785_2130776172_a_0_9938,4.236,1,1,-1,-1,-1,-1,-1
927624_475208152606393_1652962173_a,3.973,1,-1,-1,-1,1,-1,-1
10245970_613157438772283_509504961_a_0_8452,3.75,-1,-1,1,-1,-1,-1,-1
10245919_234869706701878_1595077914_a_0_1198,4.604,-1,-1,-1,1,-1,-1,-1
1208454_640744409340502_327156708_a_0_3797,4.269,1,1,-1,-1,-1,-1,-1
10011212_711310735578330_425350372_a_0_5196,3.901,-1,-1,1,-1,-1,-1,-1
10013209_1402520500023782_298000570_a_0_8334,3.38,1,-1,-1,-1,-1,-1,1
10013016_224753551066155_634295028_a_0_1715,3.59,-1,-1,-1,-1,-1,1,-1
1171709_725948674103150_784734743_a_0_6368,4.132,1,1,-1,-1,-1,-1,-1
1388895_653532541386470_759294485_a_0_3087,4.559,1,1,-1,-1,-1,-1,-1
929294_380708002068360_1421722661_a,5.068,1,-1,-1,-1,1,-1,-1
10251522_267893270037959_179762564_a_0_5893,5.149,1,1,-1,-1,-1,-1,-1
1516818_767179956634416_2010108335_a_0_1518,5.283,1,-1,-1,-1,-1,-1,1
1516818_767179956634416_2010108335_a_0_6747,5.283,1,-1,-1,-1,-1,-1,1
10251555_608394255903334_473589103_a_0_3413,4.886,1,1,-1,-1,-1,-1,-1
10009148_385872871563505_1575242118_a_0_6775,4.899,-1,-1,1,-1,-1,-1,-1
1941227_1433216420259354_588366748_a,4.605,1,-1,-1,-1,1,-1,-1
10254181_753995364633111_109551758_a_0_9127,3.686,1,-1,-1,-1,-1,-1,1
10011447_620363861374588_923568429_a_0_5458,4.511,-1,-1,1,-1,-1,-1,-1
928219_1457503561152789_714498136_a,4.651,1,-1,-1,-1,1,-1,-1
927915_1406804212924411_1056143932_a_0_7989,4.533,-1,-1,-1,1,-1,-1,-1
1922016_714323745291950_890103740_a_0_2580,4.554,-1,-1,1,-1,-1,-1,-1
1530623_616867885071564_2045826932_a_0_8257,4.882,-1,-1,1,-1,-1,-1,-1
925243_282706375222263_1559061838_a,3.3,1,-1,-1,-1,1,-1,-1
10251511_285034534990049_1648156828_a,4.91,-1,-1,-1,1,-1,-1,-1
10011309_815727591774274_332423625_a,4.484,1,-1,-1,-1,1,-1,-1
10254181_753995364633111_109551758_a_0_8098,3.686,1,-1,-1,-1,-1,-1,1
10249179_237880586418450_441569147_a,4.057,-1,-1,-1,1,-1,-1,-1
1516220_429548453855951_533285983_a_0_2202,4.269,1,1,-1,-1,-1,-1,-1
10013033_267141560113901_1792403080_a_0_610,4.992,1,-1,-1,-1,-1,-1,1
1516461_1215796015225675_118743072_a_0_3409,3.437,-1,-1,-1,1,-1,-1,-1
1971404_633203890107421_1298799373_a_0_683,3.996,-1,-1,-1,-1,-1,1,-1
10012487_269656509882528_631663744_a,4.084,-1,-1,-1,-1,-1,1,-1
1516718_1434305246816390_572473727_a,4.576,1,-1,-1,-1,1,-1,-1
10011212_711310735578330_425350372_a_0_2906,3.901,-1,-1,1,-1,-1,-1,-1
1170405_497855356992684_418365122_a_0_289,4.56,-1,-1,-1,-1,-1,1,-1
927035_478096958958350_342583273_a,4.34,1,-1,-1,-1,1,-1,-1
1515077_1451266888444472_598311422_a,4.916,1,-1,-1,-1,1,-1,-1
1740790_542867189164649_451833173_a_0_5110,3.65,-1,-1,1,-1,-1,-1,-1
10245931_225690147630910_131834437_a_0_543,4.035,-1,-1,-1,-1,-1,1,-1
926444_1459162414318525_1391428994_a,4.368,1,-1,-1,-1,1,-1,-1
1516713_1409815375954398_569221197_a,3.639,1,-1,-1,-1,1,-1,-1
10254246_607858495970659_664492100_a_0_9087,5.027,1,1,-1,-1,-1,-1,-1
10013221_539511369497602_1627385587_a_0_1935,4.761,1,1,-1,-1,-1,-1,-1
10175274_1401687576771528_1429164152_a_0_1608,4.281,-1,-1,-1,-1,-1,1,-1
927935_1437221169857883_1737388832_a,4.288,1,-1,-1,-1,1,-1,-1
10013209_1402520500023782_298000570_a_0_8130,3.38,1,-1,-1,-1,-1,-1,1
10011483_773895935968881_1948349976_a_0_9760,4.288,-1,-1,1,-1,-1,-1,-1
10013113_640557202664407_230974357_a_0_3903,4.726,1,1,-1,-1,-1,-1,-1
10245918_137903836379914_1833634435_a_0_956,3.521,-1,-1,-1,1,-1,-1,-1
10175225_1421945228061254_793780231_a_0_9835,4.163,-1,-1,1,-1,-1,-1,-1
10246089_743431022355477_1772908255_a_0_6555,4.341,-1,-1,-1,1,-1,-1,-1
1538613_675778845792339_855827036_a,5.238,1,-1,-1,-1,1,-1,-1
10011352_1468991869998064_959399649_a_0_1618,4.575,1,1,-1,-1,-1,-1,-1
1516818_767179956634416_2010108335_a_0_6103,5.283,1,-1,-1,-1,-1,-1,1
10261235_1411061015826334_2077527371_a,4.014,1,-1,-1,-1,1,-1,-1
925450_476944375738434_653353032_a,5.32,1,-1,-1,-1,1,-1,-1
1516487_271796492988486_644415367_a_0_3647,3.923,-1,-1,-1,-1,-1,1,-1
10013209_1402520500023782_298000570_a_0_3032,3.38,1,-1,-1,-1,-1,-1,1
1389254_382502921884747_1751890672_a_0_8372,4.613,1,1,-1,-1,-1,-1,-1
1530608_1482965018585403_1355050435_a_0_8437,4.831,-1,-1,-1,-1,-1,1,-1
10013033_267141560113901_1792403080_a_0_8017,4.992,1,-1,-1,-1,-1,-1,1
10261033_866663713354702_1066066937_a_0_3554,4.47,-1,-1,-1,1,-1,-1,-1
1516502_263842370456480_517564730_a,4.209,1,-1,-1,-1,1,-1,-1
1516895_1420456768213583_1168846025_a,4.813,1,-1,-1,-1,1,-1,-1
10011379_380114822126806_43616921_a_0_4360,3.614,-1,1,-1,1,-1,-1,-1
1172140_245100412355569_1362192438_a,4.106,1,-1,-1,-1,1,-1,-1
10011384_663947993651821_1844425642_a_0_6026,3.558,1,1,-1,-1,-1,-1,-1
10013209_1402520500023782_298000570_a_0_1261,3.38,1,-1,-1,-1,-1,-1,1
1515874_1462037014029879_649533571_a_0_5846,5.275,-1,-1,-1,-1,-1,1,-1
1171011_1426314997618783_827002073_a_0_6789,3.88,-1,-1,-1,1,-1,-1,-1
1389063_264614153710153_1228865950_a_0_7850,4.004,-1,-1,-1,-1,-1,1,-1
10251458_683665028341628_1274124192_a,4.593,1,-1,-1,-1,1,-1,-1
1515209_1456089584625794_432427207_a_0_497,5.321,-1,-1,1,-1,-1,-1,-1
10013209_1402520500023782_298000570_a_0_4555,3.38,1,-1,-1,-1,-1,-1,1
1922285_1424027491183357_1301187323_a_0_360,3.264,1,1,-1,-1,-1,-1,-1
10254181_753995364633111_109551758_a_0_2178,3.686,1,-1,-1,-1,-1,-1,1
10013033_267141560113901_1792403080_a_0_6368,4.992,1,-1,-1,-1,-1,-1,1
1209701_236646773194867_1957820163_a_0_3754,4.455,-1,-1,-1,-1,-1,1,-1
10246215_544901548962317_1050751186_a_0_9871,4.441,-1,-1,1,-1,-1,-1,-1
10246119_310733032413389_1061390525_a_0_9960,5.188,-1,-1,1,-1,-1,-1,-1
1515179_651263998278141_2120777805_a_0_3377,4.515,-1,-1,1,-1,-1,-1,-1
10013209_1402520500023782_298000570_a_0_5992,3.38,1,-1,-1,-1,-1,-1,1
1963073_455659281233405_1230108103_a_0_9564,4.768,-1,-1,-1,1,-1,-1,-1
10175186_1407058839565173_1054550668_a_0_254,3.769,-1,-1,1,-1,-1,-1,-1
927258_618523378228274_640525454_a,4.301,1,-1,-1,-1,1,-1,-1
10011357_722074924482653_2066159918_a_0_6984,4.22,-1,-1,-1,1,-1,-1,-1
925825_484308685002235_1138588793_a_0_5703,3.672,-1,-1,1,-1,-1,-1,-1
1208448_1408465862757434_519383281_a,3.221,1,-1,-1,-1,1,-1,-1
1171148_556191621165907_717397339_a,5.874,1,-1,-1,-1,1,-1,-1
10011507_1412729158990069_1787685094_a_0_3899,4.297,-1,-1,-1,-1,-1,1,-1
10249156_1409885715942313_1823094869_a_0_7748,4.458,-1,-1,-1,1,-1,-1,-1
10175408_650341181729799_1510876824_a_0_6793,4.196,1,1,-1,-1,-1,-1,-1
10251502_859295487429308_1702654889_a_0_5581,3.661,1,1,-1,-1,-1,-1,-1
10175271_267086753462682_453278797_a,3.91,1,-1,-1,-1,1,-1,-1
10246108_557775054337741_1710783141_a,4.885,1,-1,-1,-1,1,-1,-1
10175148_781086668569690_1904197698_a_0_1179,4.591,-1,-1,1,-1,-1,-1,-1
1389093_428450150590824_901901016_a_0_7966,4.163,1,1,-1,-1,-1,-1,-1
10013209_1402520500023782_298000570_a_0_151,3.38,1,-1,-1,-1,-1,-1,1
10175265_293803880771595_764091890_a_0_3838,4.466,-1,-1,1,-1,-1,-1,-1
1171691_608687402549850_460138606_a_0_9569,4.595,-1,-1,1,-1,-1,-1,-1
10013209_1402520500023782_298000570_a_0_2123,3.38,1,-1,-1,-1,-1,-1,1
1921953_657948327606471_1787359230_a,4.045,1,-1,-1,-1,1,-1,-1
1516665_599760660101765_1421014296_a_0_3023,4.981,1,1,-1,-1,-1,-1,-1
10175408_650341181729799_1510876824_a_0_7756,4.196,1,1,-1,-1,-1,-1,-1
10249134_643226912416884_2118108869_a,4.322,1,-1,-1,-1,1,-1,-1
10013209_1402520500023782_298000570_a_0_8701,3.38,1,-1,-1,-1,-1,-1,1
10013311_276029505891903_668430690_a_0_1118,5.189,-1,-1,-1,-1,-1,1,-1
1171099_239731349483951_1146785450_a_0_3304,3.133,-1,-1,1,-1,-1,-1,-1
1689111_450042771789970_303089699_a_0_9159,5.667,1,1,-1,-1,-1,-1,-1
10013160_659011660833398_1481172891_a_0_8593,4.641,1,1,-1,-1,-1,-1,-1
1516818_767179956634416_2010108335_a_0_1665,5.283,1,-1,-1,-1,-1,-1,1
1538608_537903902984768_149794780_a_0_5976,3.798,-1,-1,-1,-1,-1,1,-1
10175263_670210716372921_1399388701_a_0_2652,3.399,-1,-1,-1,-1,-1,1,-1
10013033_267141560113901_1792403080_a_0_1458,4.992,1,-1,-1,-1,-1,-1,1
10011384_1405238479748133_1296383012_a,5.677,1,-1,-1,-1,1,-1,-1
1660401_573192426105240_779889641_a_0_2042,4.394,1,1,-1,-1,-1,-1,-1
927262_1421401964779675_1998531166_a_0_4253,3.673,-1,-1,-1,-1,-1,1,-1
1516818_767179956634416_2010108335_a_0_302,5.283,1,-1,-1,-1,-1,-1,1
10013209_1402520500023782_298000570_a_0_1503,3.38,1,-1,-1,-1,-1,-1,1
10246030_287175254774556_478278472_a_0_3717,5.27,-1,-1,1,-1,-1,-1,-1
925247_592560557506385_2145949732_a,5.603,1,-1,-1,-1,1,-1,-1
10249116_683891418337698_2099760602_a_0_7765,4.559,-1,-1,-1,-1,-1,1,-1
928510_615546988528544_540608476_a,4.669,1,-1,-1,-1,1,-1,-1
10011272_609849712444499_1371743313_a,4.091,-1,-1,-1,-1,-1,1,-1
10175293_1495013750720274_485531365_a_0_2388,2.689,-1,-1,-1,1,-1,-1,-1
1660401_573192426105240_779889641_a_0_6892,4.394,1,1,-1,-1,-1,-1,-1
10254244_692561990782711_2144110586_a_0_922,4.231,1,1,-1,-1,-1,-1,-1
10175172_465437180255355_1513852407_a_0_7749,4.297,1,1,-1,-1,-1,-1,-1
10254181_753995364633111_109551758_a_0_4139,3.686,1,-1,-1,-1,-1,-1,1
10013033_267141560113901_1792403080_a_0_22,4.992,1,-1,-1,-1,-1,-1,1
10175362_1411170269149537_994444717_a_0_6944,4.919,-1,-1,-1,-1,-1,1,-1
10175332_527412134045614_1159265458_a_0_7381,3.828,-1,-1,1,-1,-1,-1,-1
10175209_374299399375553_325777303_a_0_2780,3.35,-1,-1,-1,-1,-1,1,-1
10013033_267141560113901_1792403080_a_0_3835,4.992,1,-1,-1,-1,-1,-1,1
10175178_1471433423073800_1298431599_a_0_8782,4.77,-1,-1,1,-1,-1,-1,-1
10254290_1412206592382005_1658345748_a,3.938,-1,-1,-1,1,-1,-1,-1
927638_227257587482886_242566322_a,4.561,-1,-1,-1,1,-1,-1,-1
1516818_767179956634416_2010108335_a_0_7982,5.283,1,-1,-1,-1,-1,-1,1
1516818_767179956634416_2010108335_a_0_8339,5.283,1,-1,-1,-1,-1,-1,1
1739644_381918531949856_1195692699_a,4.51,1,-1,-1,-1,1,-1,-1
1515943_685548934835340_325348469_a_0_7827,5.1,-1,-1,1,-1,1,-1,-1
1209603_639917766092189_415203435_a_0_5505,3.633,-1,-1,-1,-1,-1,1,-1
924324_530625160392529_1993142966_a_0_3624,4.396,1,1,-1,-1,-1,-1,-1
10254181_753995364633111_109551758_a_0_706,3.686,1,-1,-1,-1,-1,-1,1
1516689_1412296765699122_2100083670_a_0_5222,4.891,1,1,-1,-1,-1,-1,-1
10175307_825588684136993_2102945634_a_0_1043,5.495,-1,-1,-1,1,-1,-1,-1
10251507_480147892115828_1300151821_a_0_8614,4.845,1,1,-1,-1,-1,-1,-1
1530737_1391663077721143_1201309314_a,4.196,-1,-1,-1,1,-1,-1,-1
10013209_1402520500023782_298000570_a_0_2832,3.38,1,-1,-1,-1,-1,-1,1
10175396_612059508883422_1349594183_a_0_6135,4.371,-1,-1,-1,1,-1,-1,-1
10246127_578041092303587_1696488171_a,4.037,-1,-1,-1,1,-1,-1,-1
10013033_267141560113901_1792403080_a_0_6273,4.992,1,-1,-1,-1,-1,-1,1
929046_561283393985938_1563059922_a,3.917,1,-1,-1,-1,1,-1,-1
1388895_653532541386470_759294485_a_0_1476,4.559,1,1,-1,-1,-1,-1,-1
10012581_227487437449924_1007688459_a_0_1986,4.496,-1,-1,-1,-1,-1,1,-1
10254181_753995364633111_109551758_a_0_3713,3.686,1,-1,-1,-1,-1,-1,1
10249137_606291436133422_1071758829_a_0_4527,3.413,-1,-1,-1,1,-1,-1,-1
10261263_495670207221743_1675140155_a,4.577,-1,-1,-1,-1,-1,1,-1
10246227_653141781418505_690906938_a_0_7131,4.564,-1,-1,-1,-1,-1,1,-1
10009339_539945986123146_762803808_a_0_6657,3.81,1,1,-1,-1,-1,-1,-1
10011463_226177667578424_1617365354_a,4.675,-1,-1,-1,-1,-1,1,-1
10013033_267141560113901_1792403080_a_0_4441,4.992,1,-1,-1,-1,-1,-1,1
10246087_247720818745883_2007155475_a_0_4572,4.56,-1,-1,-1,1,-1,-1,-1
1171178_1422035274714204_998864709_a,4.973,-1,-1,-1,1,-1,-1,-1
10175158_1438312063075909_577240614_a_0_3278,4.222,-1,-1,-1,1,-1,-1,-1
10175180_224686577725804_353891896_a_0_158,4.756,-1,-1,-1,-1,-1,1,-1
1516818_767179956634416_2010108335_a_0_800,5.283,1,-1,-1,-1,-1,-1,1
10175211_862447993781491_1412705342_a_0_766,4.4,-1,-1,-1,1,-1,-1,-1
10175263_620606918019782_1553676282_a_0_6017,4.886,-1,-1,-1,1,-1,-1,-1
1209485_1429424107306412_145775261_a_0_6563,4.319,-1,-1,-1,1,-1,-1,-1
10251523_1429757993939731_860479377_a_0_224,4.19,-1,-1,1,-1,-1,-1,-1
10246062_774615802573305_46724016_a_0_4585,4.374,-1,-1,-1,1,-1,-1,-1
d6fd373880e311e2b85522000a9e28f2_6_0_6617,5.272,1,1,-1,-1,-1,-1,-1
10254181_753995364633111_109551758_a_0_9080,3.686,1,-1,-1,-1,-1,-1,1
1171638_258582894324684_338048322_a_0_7997,3.952,-1,-1,-1,1,-1,-1,-1
1209705_731471263550593_181580970_a_0_7009,3.724,-1,-1,1,-1,-1,-1,-1
10254181_753995364633111_109551758_a_0_7968,3.686,1,-1,-1,-1,-1,-1,1
10013160_659011660833398_1481172891_a_0_5107,4.641,1,1,-1,-1,-1,-1,-1
10013033_267141560113901_1792403080_a_0_6763,4.992,1,-1,-1,-1,-1,-1,1
10011384_301474803343837_565432336_a,4.182,1,-1,-1,-1,1,-1,-1
10246111_280984325397064_1457130369_a,4.083,1,-1,-1,-1,1,-1,-1
10175381_504550176317965_1227913622_a_0_2723,2.844,-1,-1,-1,1,-1,-1,-1
10013033_267141560113901_1792403080_a_0_103,4.992,1,-1,-1,-1,-1,-1,1
10013113_640557202664407_230974357_a_0_8922,4.726,1,1,-1,-1,-1,-1,-1
925233_1439783709595931_1919782576_a,4.395,1,-1,-1,-1,1,-1,-1
10249172_1426398737612093_1145275226_a_0_7791,3.336,-1,-1,1,-1,-1,-1,-1
1209709_768132043199780_1063347426_a_0_6336,3.798,-1,-1,-1,-1,-1,1,-1
10175201_530125133771724_698780605_a_0_6411,4.2,-1,-1,-1,-1,-1,1,-1
1172236_842337122458396_149095053_a_0_2808,4.039,-1,-1,-1,-1,-1,1,-1
1515233_434746819993361_2093078951_a_0_59,3.5,-1,-1,-1,-1,-1,1,-1
10175373_1411763159088638_1596398748_a_0_4258,4.835,-1,-1,-1,-1,-1,1,-1
1171758_216031078607619_1622085903_a_0_4486,4.182,1,1,-1,-1,-1,-1,-1
10011344_557282114392136_2040985869_a_0_4463,4.568,-1,-1,-1,1,-1,-1,-1
10175314_265177496997090_1166914699_a,4.639,-1,-1,-1,1,-1,-1,-1
10013209_1402520500023782_298000570_a_0_9298,3.38,1,-1,-1,-1,-1,-1,1
10245965_855911951093023_1895903220_a_0_2458,3.799,-1,-1,1,-1,-1,-1,-1
1388895_653532541386470_759294485_a_0_5944,4.559,1,1,-1,-1,-1,-1,-1
10013296_275432425964290_1121166478_a,3.968,1,-1,-1,-1,1,-1,-1
1660401_573192426105240_779889641_a_0_3193,4.394,1,1,-1,-1,-1,-1,-1
10254181_753995364633111_109551758_a_0_1434,3.686,1,-1,-1,-1,-1,-1,1
926423_634329056653617_988689944_a,3.997,1,-1,-1,-1,1,-1,-1
10254181_753995364633111_109551758_a_0_2077,3.686,1,-1,-1,-1,-1,-1,1
10013209_1402520500023782_298000570_a_0_6076,3.38,1,-1,-1,-1,-1,-1,1
10246233_283436128488900_343840784_a_0_3470,3.979,-1,-1,-1,-1,-1,1,-1
10011411_724934917546254_1375043754_a,4.101,1,-1,-1,-1,1,-1,-1
10004221_1381722998747799_1369134392_a,4.29,-1,-1,-1,1,-1,-1,-1
924968_277104512465636_1696964408_a,5.286,1,-1,-1,-1,1,-1,-1
10011286_443424345803907_1660150294_a,4.428,-1,-1,-1,1,-1,-1,-1
1168803_1479319592281388_586944054_a_0_1216,4.128,-1,-1,1,-1,-1,-1,-1
10011497_226332600898869_81157619_a_0_4011,3.506,1,1,-1,-1,-1,-1,-1
10175389_583325665108245_565475167_a_0_2041,3.459,-1,-1,1,-1,-1,-1,-1
10254230_1455070551394497_1813806071_a_0_2818,3.709,-1,-1,-1,1,-1,-1,-1
10175408_224268594435652_1898797270_a,3.763,1,-1,-1,-1,1,-1,-1
1168846_241284459389879_1443917799_a,2.903,-1,-1,-1,1,-1,-1,-1
1516263_782726015077288_1676423577_a_0_9929,3.198,1,1,-1,-1,-1,-1,-1
10005609_759016377464059_1688141309_a_0_7402,4.206,-1,-1,-1,-1,-1,1,-1
10175186_1407058839565173_1054550668_a_0_2830,3.769,-1,-1,1,-1,-1,-1,-1
10175268_1466933446872887_1970362887_a,4.721,-1,-1,1,-1,-1,-1,-1
10175396_688482031216115_1396907336_a_0_5842,4.375,1,1,-1,-1,-1,-1,-1
1208456_621657627924384_237845755_a,5.43,1,-1,-1,-1,1,-1,-1
10013033_267141560113901_1792403080_a_0_1039,4.992,1,-1,-1,-1,-1,-1,1
10175332_527412134045614_1159265458_a,3.828,-1,-1,1,-1,-1,-1,-1
10245924_1482587511970002_78214194_a_0_7137,4.553,-1,-1,-1,1,-1,-1,-1
10013218_454303188048693_1608802946_a_0_2284,4.348,1,1,-1,-1,-1,-1,-1
10175156_822152921132758_545626094_a_0_5673,4.465,-1,-1,-1,1,-1,-1,-1
1689111_450042771789970_303089699_a_0_8171,5.667,1,1,-1,-1,-1,-1,-1
1922285_1424027491183357_1301187323_a_0_1940,3.264,1,1,-1,-1,-1,-1,-1
926428_474333072696255_1260225781_a,3.088,1,-1,-1,-1,1,-1,-1
1516036_664480743608706_1516280776_a_0_1361,5.104,-1,-1,-1,-1,-1,1,-1
10175256_224507237748615_1890517560_a_0_8766,4.094,-1,-1,-1,1,-1,-1,-1
1516818_767179956634416_2010108335_a_0_5175,5.283,1,-1,-1,-1,-1,-1,1
10254072_1400328093575785_2130776172_a_0_4600,4.236,1,1,-1,-1,-1,-1,-1
1516743_232194673648250_67893609_a_0_5612,3.923,-1,-1,-1,-1,-1,1,-1
10013033_267141560113901_1792403080_a_0_9089,4.992,1,-1,-1,-1,-1,-1,1
1516555_821063901241212_1692519739_a_0_8419,4.405,-1,-1,1,-1,-1,-1,-1
1922155_1439667336271695_2131541110_a,4.97,1,-1,-1,-1,1,-1,-1
924968_1412076285725435_36340211_a,4.485,1,-1,-1,-1,1,-1,-1
10261171_624423124312794_2063356121_a_0_3385,4.078,-1,-1,-1,-1,-1,1,-1
1963049_226152117580570_880463332_a,4.837,1,-1,-1,-1,1,-1,-1
10246192_1411933772404229_877014267_a_0_5777,3.198,-1,-1,-1,-1,-1,1,-1
1209485_635949733154801_1139334964_a,4.742,1,-1,-1,-1,1,-1,-1
10251502_859295487429308_1702654889_a_0_3138,3.661,1,1,-1,-1,-1,-1,-1
925459_834557103225523_1228624476_a_0_512,4.101,-1,-1,-1,-1,1,1,1
1515864_1463667290531336_1661135568_a_0_8842,4.086,-1,-1,-1,-1,-1,1,-1
10175408_650341181729799_1510876824_a_0_7179,4.196,1,1,-1,-1,-1,-1,-1
10246031_1424467161138222_1043991383_a_0_575,3.065,-1,-1,1,-1,-1,-1,-1
10175396_688482031216115_1396907336_a_0_5784,4.375,1,1,-1,-1,-1,-1,-1
1515864_614318188655623_1074003569_a_0_3999,3.684,-1,-1,-1,1,-1,-1,-1
10254241_1438803369699437_200248912_a,5.492,1,-1,-1,-1,1,-1,-1
925245_372069939602130_339677596_a_0_9303,4.523,1,1,-1,-1,-1,-1,-1
10175153_245351895649897_681402992_a_0_4741,3.569,-1,-1,-1,-1,-1,1,-1
10013252_399482206861716_2035853925_a_0_4400,4.773,-1,-1,-1,1,-1,-1,-1
10249151_448753605270537_1213240937_a_0_3221,4.701,-1,-1,-1,1,-1,-1,-1
10175326_684270011638537_616054543_a_0_9290,4.153,-1,-1,-1,1,-1,-1,-1
10013110_225337720993813_1178441064_a_0_5467,5.088,1,1,-1,-1,-1,-1,-1
10175150_520973454677840_1852966034_a_0_393,4.618,-1,-1,1,-1,-1,-1,-1
10175233_551624601601963_1794760736_a_0_9967,3.481,-1,-1,-1,-1,-1,1,-1
10013209_1402520500023782_298000570_a_0_8093,3.38,1,-1,-1,-1,-1,-1,1
1170038_807774655916865_896881062_a,3.731,1,-1,-1,-1,1,-1,-1
1515906_1410679719200249_1595131524_a,4.006,1,-1,-1,-1,1,-1,-1
10013033_267141560113901_1792403080_a_0_4310,4.992,1,-1,-1,-1,-1,-1,1
925816_306178839529858_830754869_a,4.518,1,-1,-1,-1,1,-1,-1
10261063_620002671425841_751993245_a,3.881,1,-1,-1,-1,1,-1,-1
10013110_225337720993813_1178441064_a_0_2405,5.088,1,1,-1,-1,-1,-1,-1
10175378_226926794171157_649938312_a,3.619,1,-1,-1,-1,1,-1,-1
10251491_836277643054144_1782243857_a,4.599,1,-1,-1,-1,1,-1,-1
10013120_270144793160101_1910637101_a,4.761,1,-1,-1,-1,1,-1,-1
1172185_234817556722409_1049126039_a_0_5912,4.321,-1,-1,-1,1,-1,-1,-1
1516164_1378495439098443_1217745788_a_0_9551,5.144,-1,-1,-1,-1,-1,1,-1
1389541_753273301357660_1695209769_a_0_2815,3.647,-1,-1,-1,1,-1,-1,-1
10175117_1435472250027761_504222504_a_0_4374,4.083,-1,-1,-1,-1,-1,1,-1
1171994_1491864291036694_1260493990_a_0_262,4.011,-1,-1,-1,1,-1,-1,-1
10251522_267893270037959_179762564_a_0_7858,5.149,1,1,-1,-1,-1,-1,-1
10012448_613623292059301_661582745_a_0_7799,4.59,-1,-1,1,-1,-1,-1,-1
10013209_1402520500023782_298000570_a_0_1754,3.38,1,-1,-1,-1,-1,-1,1
1172191_1489733007921834_1384473633_a,5.191,1,-1,-1,-1,1,-1,-1
10254181_753995364633111_109551758_a_0_210,3.686,1,-1,-1,-1,-1,-1,1
